5.01,75.00,0,0,0,
5.36,82.08,1,0,0,
6.44,89.09,1,0,0,
8.22,95.95,1,0,0,
10.68,102.61,1,0,0,
13.80,108.97,1,0,0,
17.55,114.99,1,0,0,
21.89,120.59,1,0,0,
26.78,125.73,1,0,0,
32.15,130.35,1,0,0,
37.98,134.40,1,0,0,
44.17,137.84,1,0,0,
50.69,140.64,1,0,0,
57.46,142.76,1,0,0,
64.40,144.19,1,0,0,
71.45,144.90,1,0,0,
78.55,144.90,1,0,0,
85.60,144.19,1,0,0,
92.54,142.76,1,0,0,
99.31,140.64,1,0,0,
105.83,137.84,1,0,0,
112.02,134.40,1,0,0,
117.85,130.35,1,0,0,
123.22,125.73,1,0,0,
128.11,120.59,1,0,0,
132.45,114.99,1,0,0,
136.20,108.97,1,0,0,
139.32,102.61,1,0,0,
141.78,95.95,1,0,0,
143.56,89.09,1,0,0,
144.64,82.08,1,0,0,
144.99,75.00,1,0,0,
144.64,67.92,1,0,0,
143.56,60.91,1,0,0,
141.78,54.05,1,0,0,
139.32,47.39,1,0,0,
136.20,41.03,1,0,0,
132.45,35.01,1,0,0,
128.11,29.41,1,0,0,
123.22,24.27,1,0,0,
117.85,19.65,1,0,0,
112.02,15.60,1,0,0,
105.83,12.16,1,0,0,
99.31,9.36,1,0,0,
92.54,7.24,1,0,0,
85.60,5.81,1,0,0,
78.55,5.10,1,0,0,
71.45,5.10,1,0,0,
64.40,5.81,1,0,0,
57.46,7.24,1,0,0,
50.69,9.36,1,0,0,
44.17,12.16,1,0,0,
37.98,15.60,1,0,0,
32.15,19.65,1,0,0,
26.78,24.27,1,0,0,
21.89,29.41,1,0,0,
17.55,35.01,1,0,0,
13.80,41.03,1,0,0,
10.68,47.39,1,0,0,
8.22,54.05,1,0,0,
6.44,60.91,1,0,0,
5.36,67.92,1,0,0,
5.01,75.00,1,1,0,
15.02,75.00,0,0,0,
15.32,81.07,1,0,0,
16.25,87.07,1,0,0,
17.77,92.96,1,0,0,
19.88,98.66,1,0,0,
22.55,104.12,1,0,0,
25.77,109.27,1,0,0,
29.48,114.06,1,0,0,
33.68,118.48,1,0,0,
38.28,122.43,1,0,0,
43.28,125.90,1,0,0,
48.58,128.85,1,0,0,
54.17,131.25,1,0,0,
59.97,133.07,1,0,0,
65.91,134.29,1,0,0,
71.95,134.90,1,0,0,
78.05,134.90,1,0,0,
84.09,134.29,1,0,0,
90.03,133.07,1,0,0,
95.83,131.25,1,0,0,
101.42,128.85,1,0,0,
106.72,125.90,1,0,0,
111.72,122.43,1,0,0,
116.32,118.48,1,0,0,
120.52,114.06,1,0,0,
124.23,109.27,1,0,0,
127.45,104.12,1,0,0,
130.12,98.66,1,0,0,
132.23,92.96,1,0,0,
133.75,87.07,1,0,0,
134.68,81.07,1,0,0,
134.98,75.00,1,0,0,
134.68,68.93,1,0,0,
133.75,62.93,1,0,0,
132.23,57.04,1,0,0,
130.12,51.34,1,0,0,
127.45,45.88,1,0,0,
124.23,40.73,1,0,0,
120.52,35.94,1,0,0,
116.32,31.52,1,0,0,
111.72,27.57,1,0,0,
106.72,24.10,1,0,0,
101.42,21.15,1,0,0,
95.83,18.75,1,0,0,
90.03,16.93,1,0,0,
84.09,15.71,1,0,0,
78.05,15.10,1,0,0,
71.95,15.10,1,0,0,
65.91,15.71,1,0,0,
59.97,16.93,1,0,0,
54.17,18.75,1,0,0,
48.58,21.15,1,0,0,
43.28,24.10,1,0,0,
38.28,27.57,1,0,0,
33.68,31.52,1,0,0,
29.48,35.94,1,0,0,
25.77,40.73,1,0,0,
22.55,45.88,1,0,0,
19.88,51.34,1,0,0,
17.77,57.04,1,0,0,
16.25,62.93,1,0,0,
15.32,68.93,1,0,0,
15.02,75.00,1,1,0,
25.03,75.00,0,0,0,
25.28,80.05,1,0,0,
26.06,85.05,1,0,0,
27.33,89.96,1,0,0,
29.09,94.72,1,0,0,
31.31,99.26,1,0,0,
33.98,103.54,1,0,0,
37.08,107.54,1,0,0,
40.58,111.22,1,0,0,
44.41,114.52,1,0,0,
48.57,117.41,1,0,0,
52.99,119.86,1,0,0,
57.64,121.86,1,0,0,
62.48,123.38,1,0,0,
67.42,124.39,1,0,0,
