21.72,109.29,0,0,0,
56.96,74.03,1,0,0,
56.97,74.02,1,0,0,
56.99,74.02,1,0,0,
57.00,74.01,1,0,0,
57.01,74.00,1,0,0,
57.03,74.00,1,0,0,
57.04,73.99,1,0,0,
57.06,73.99,1,0,0,
57.07,73.99,1,0,0,
57.08,73.99,1,0,0,
57.10,73.99,1,0,0,
57.11,74.00,1,0,0,
57.13,74.00,1,0,0,
57.14,74.01,1,0,0,
57.15,74.02,1,0,0,
57.17,74.02,1,0,0,
57.18,74.03,1,0,0,
57.19,74.04,1,0,0,
57.19,74.06,1,0,0,
57.20,74.07,1,0,0,
57.21,74.08,1,0,0,
57.21,74.10,1,0,0,
57.22,74.11,1,0,0,
57.22,74.13,1,0,0,
57.22,74.14,1,0,0,
57.22,123.99,1,0,0,
66.92,123.99,1,0,0,
66.92,74.14,1,0,0,
66.92,74.13,1,0,0,
66.92,74.11,1,0,0,
66.93,74.10,1,0,0,
66.93,74.08,1,0,0,
66.94,74.07,1,0,0,
66.95,74.06,1,0,0,
66.95,74.04,1,0,0,
66.96,74.03,1,0,0,
66.97,74.02,1,0,0,
66.99,74.02,1,0,0,
67.00,74.01,1,0,0,
67.01,74.00,1,0,0,
67.03,74.00,1,0,0,
67.04,73.99,1,0,0,
67.06,73.99,1,0,0,
67.07,73.99,1,0,0,
67.08,73.99,1,0,0,
67.10,73.99,1,0,0,
67.11,74.00,1,0,0,
67.13,74.00,1,0,0,
67.14,74.01,1,0,0,
67.15,74.02,1,0,0,
67.17,74.02,1,0,0,
67.18,74.03,1,0,0,
102.43,109.29,1,0,0,
109.29,102.43,1,0,0,
74.03,67.18,1,0,0,
74.02,67.17,1,0,0,
74.02,67.15,1,0,0,
74.01,67.14,1,0,0,
74.00,67.13,1,0,0,
74.00,67.11,1,0,0,
73.99,67.10,1,0,0,
73.99,67.08,1,0,0,
73.99,67.07,1,0,0,
73.99,67.06,1,0,0,
73.99,67.04,1,0,0,
74.00,67.03,1,0,0,
74.00,67.01,1,0,0,
74.01,67.00,1,0,0,
74.02,66.99,1,0,0,
74.02,66.97,1,0,0,
74.03,66.96,1,0,0,
74.04,66.95,1,0,0,
74.06,66.95,1,0,0,
74.07,66.94,1,0,0,
74.08,66.93,1,0,0,
74.10,66.93,1,0,0,
74.11,66.92,1,0,0,
74.13,66.92,1,0,0,
74.14,66.92,1,0,0,
123.99,66.92,1,0,0,
123.99,57.22,1,0,0,
74.14,57.22,1,0,0,
74.13,57.22,1,0,0,
74.11,57.22,1,0,0,
74.10,57.21,1,0,0,
74.08,57.21,1,0,0,
74.07,57.20,1,0,0,
74.06,57.19,1,0,0,
74.04,57.19,1,0,0,
74.03,57.18,1,0,0,
74.02,57.17,1,0,0,
74.02,57.15,1,0,0,
74.01,57.14,1,0,0,
74.00,57.13,1,0,0,
74.00,57.11,1,0,0,
73.99,57.10,1,0,0,
73.99,57.08,1,0,0,
73.99,57.07,1,0,0,
73.99,57.06,1,0,0,
73.99,57.04,1,0,0,
74.00,57.03,1,0,0,
74.00,57.01,1,0,0,
74.01,57.00,1,0,0,
74.02,56.99,1,0,0,
74.02,56.97,1,0,0,
74.03,56.96,1,0,0,
109.29,21.72,1,0,0,
102.43,14.85,1,0,0,
67.18,50.11,1,0,0,
67.17,50.12,1,0,0,
67.15,50.12,1,0,0,
67.14,50.13,1,0,0,
67.13,50.14,1,0,0,
67.11,50.14,1,0,0,
67.10,50.15,1,0,0,
67.08,50.15,1,0,0,
67.07,50.15,1,0,0,
67.06,50.15,1,0,0,
67.04,50.15,1,0,0,
67.03,50.14,1,0,0,
67.01,50.14,1,0,0,
67.00,50.13,1,0,0,
66.99,50.12,1,0,0,
66.97,50.12,1,0,0,
66.96,50.11,1,0,0,
66.95,50.10,1,0,0,
66.95,50.08,1,0,0,
66.94,50.07,1,0,0,
66.93,50.06,1,0,0,
66.93,50.04,1,0,0,
66.92,50.03,1,0,0,
66.92,50.01,1,0,0,
66.92,50.00,1,0,0,
66.92,0.15,1,0,0,
57.22,0.15,1,0,0,
57.22,50.00,1,0,0,
57.22,50.01,1,0,0,
57.22,50.03,1,0,0,
57.21,50.04,1,0,0,
57.21,50.06,1,0,0,
57.20,50.07,1,0,0,
57.19,50.08,1,0,0,
57.19,50.10,1,0,0,
57.18,50.11,1,0,0,
57.17,50.12,1,0,0,
57.15,50.12,1,0,0,
57.14,50.13,1,0,0,
57.13,50.14,1,0,0,
57.11,50.14,1,0,0,
57.10,50.15,1,0,0,
57.08,50.15,1,0,0,
57.07,50.15,1,0,0,
57.06,50.15,1,0,0,
57.04,50.15,1,0,0,
57.03,50.14,1,0,0,
